data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-03T18:30:54,16+,3230669,1488057,4718726,62.31,28.7,2021-03-03T23:58:02
2021-03-04T18:30:52,16-19,3254,1624,4878,1.4,0.7,2021-03-04T23:58:02
2021-03-04T18:30:52,20-29,270712,160461,431173,43.97,26.06,2021-03-04T23:58:02
2021-03-04T18:30:52,30-39,393687,231915,625602,56.62,33.36,2021-03-04T23:58:02
2021-03-04T18:30:52,40-49,530490,288412,818902,58.68,31.9,2021-03-04T23:58:02
2021-03-04T18:30:52,50-59,666432,384758,1051190,70.14,40.5,2021-03-04T23:58:02
2021-03-04T18:30:52,60-69,376345,241529,617874,50.69,32.53,2021-03-04T23:58:02
2021-03-04T18:30:52,70-79,102719,59907,162626,17.1,9.97,2021-03-04T23:58:02
2021-03-04T18:30:52,80-89,794368,100610,894978,217.79,27.58,2021-03-04T23:58:02
2021-03-04T18:30:52,90+,236835,65865,302700,298.07,82.89,2021-03-04T23:58:02
2021-03-04T18:30:52,16+,3374842,1535081,4909923,65.09,29.61,2021-03-04T23:58:02
2021-03-05T18:30:54,16-19,3380,1698,5078,1.46,0.73,2021-03-05T23:58:01
2021-03-05T18:30:54,20-29,276570,167073,443643,44.92,27.13,2021-03-05T23:58:01
2021-03-05T18:30:54,30-39,404925,238697,643622,58.24,34.33,2021-03-05T23:58:01
2021-03-05T18:30:54,40-49,549362,296236,845598,60.77,32.77,2021-03-05T23:58:01
2021-03-05T18:30:54,50-59,693206,393808,1087014,72.96,41.45,2021-03-05T23:58:01
2021-03-05T18:30:54,60-69,391134,247756,638890,52.68,33.37,2021-03-05T23:58:01
2021-03-05T18:30:54,70-79,106583,62546,169129,17.74,10.41,2021-03-05T23:58:01
2021-03-05T18:30:54,80-89,848343,109933,958276,232.58,30.14,2021-03-05T23:58:01
2021-03-05T18:30:54,90+,251495,68379,319874,316.52,86.06,2021-03-05T23:58:01
2021-03-05T18:30:54,16+,3524998,1586126,5111124,67.99,30.59,2021-03-05T23:58:01
2021-03-06T18:31:07,16-19,3466,1793,5259,1.49,0.77,2021-03-06T23:58:01
2021-03-06T18:31:07,20-29,283004,171848,454852,45.96,27.91,2021-03-06T23:58:01
2021-03-06T18:31:07,30-39,416330,244131,660461,59.88,35.11,2021-03-06T23:58:01
2021-03-06T18:31:07,40-49,567827,302558,870385,62.81,33.47,2021-03-06T23:58:01
2021-03-06T18:31:07,50-59,718120,401141,1119261,75.58,42.22,2021-03-06T23:58:01
2021-03-06T18:31:07,60-69,406677,253074,659751,54.77,34.08,2021-03-06T23:58:01
2021-03-06T18:31:07,70-79,110623,64850,175473,18.42,10.8,2021-03-06T23:58:01
2021-03-06T18:31:07,80-89,897398,117637,1015035,246.03,32.25,2021-03-06T23:58:01
2021-03-06T18:31:07,90+,262009,70201,332210,329.75,88.35,2021-03-06T23:58:01
2021-03-06T18:31:07,16+,3665454,1627233,5292687,70.7,31.39,2021-03-06T23:58:01
2021-03-07T18:30:52,16-19,3545,1861,5406,1.53,0.8,2021-03-07T23:58:01
2021-03-07T18:30:52,20-29,286844,174274,461118,46.59,28.3,2021-03-07T23:58:01
2021-03-07T18:30:52,30-39,423550,247038,670588,60.92,35.53,2021-03-07T23:58:01
2021-03-07T18:30:52,40-49,579651,305732,885383,64.12,33.82,2021-03-07T23:58:01
2021-03-07T18:30:52,50-59,733804,404707,1138511,77.23,42.6,2021-03-07T23:58:01
2021-03-07T18:30:52,60-69,415278,255956,671234,55.93,34.47,2021-03-07T23:58:01
2021-03-07T18:30:52,70-79,112544,66131,178675,18.74,11.01,2021-03-07T23:58:01
2021-03-07T18:30:52,80-89,930429,122940,1053369,255.09,33.71,2021-03-07T23:58:01
2021-03-07T18:30:52,90+,267940,71244,339184,337.21,89.66,2021-03-07T23:58:01
2021-03-07T18:30:52,16+,3753585,1649883,5403468,72.4,31.82,2021-03-07T23:58:01
2021-03-08T18:31:00,16-19,3652,1935,5587,1.57,0.83,2021-03-08T23:58:02
2021-03-08T18:31:00,20-29,291143,178217,469360,47.29,28.94,2021-03-08T23:58:02
2021-03-08T18:31:00,30-39,431855,251523,683378,62.11,36.18,2021-03-08T23:58:02
2021-03-08T18:31:00,40-49,593825,310798,904623,65.69,34.38,2021-03-08T23:58:02
2021-03-08T18:31:00,50-59,752692,410731,1163423,79.22,43.23,2021-03-08T23:58:02
2021-03-08T18:31:00,60-69,424794,260392,685186,57.21,35.07,2021-03-08T23:58:02
2021-03-08T18:31:00,70-79,114605,68210,182815,19.08,11.36,2021-03-08T23:58:02
2021-03-08T18:31:00,80-89,967968,135543,1103511,265.38,37.16,2021-03-08T23:58:02
2021-03-08T18:31:00,90+,279036,73186,352222,351.18,92.11,2021-03-08T23:58:02
2021-03-08T18:31:00,16+,3859570,1690535,5550105,74.44,32.61,2021-03-08T23:58:02
